548526 13474
10654 288775 0.16666666666666666
10654 525524 0.14285714285714285
10734 68871 1.0
10734 110039 1.0
10894 99122 1.0
10894 223802 0.5
10894 266177 0.5
10894 269398 0.5
10894 297608 0.2
10894 343464 0.3333333333333333
10894 359725 0.2
10894 367675 0.125
10894 418818 0.25
10894 486535 0.2
10894 487448 0.14285714285714285
10902 19148 1.0
10902 46703 0.5
10902 94931 0.2
10902 239461 0.25
10902 312811 0.25
10902 412102 0.2
10902 464086 0.3333333333333333
10902 509145 0.2
10902 513654 0.14285714285714285
10902 525025 0.3333333333333333
10902 535408 0.09090909090909091
10904 91931 1.0
10904 435284 1.0
10904 436218 0.3333333333333333
10904 522544 0.5
11065 31591 1.0
11065 168287 0.3333333333333333
11065 216739 0.25
11065 241646 0.25
11065 342259 0.16666666666666666
11065 355648 0.2
11065 379596 0.25
11065 427444 0.125
11153 130418 0.3333333333333333
11153 134358 0.25
11153 183837 0.25
11153 242112 0.3333333333333333
11153 259203 0.1111111111111111
11153 369190 0.1
11153 428012 0.2
11153 437448 0.2
11153 462789 0.1
11153 510314 0.2
11426 31915 1.0
11426 31935 1.0
11426 56368 0.5
11426 251309 0.5
11426 476278 0.14285714285714285
11426 538265 0.25
11462 163294 1.0
11462 209787 1.0
11462 318299 1.0
11462 319527 0.5
11462 332739 0.25
11462 385265 0.5
11462 416994 0.14285714285714285
11462 421463 0.3333333333333333
11462 430736 0.14285714285714285
11462 514230 0.16666666666666666
11498 118909 0.2
11498 211337 0.16666666666666666
11498 236357 0.14285714285714285
11498 384553 0.25
11498 514553 0.1111111111111111
11516 166191 0.3333333333333333
11516 185449 0.25
11516 344592 0.5
11516 379682 0.3333333333333333
11516 390845 0.25
11593 175208 0.2
11593 420400 0.14285714285714285
11593 444299 0.16666666666666666
11593 482092 0.2
11773 48550 1.0
11773 238783 0.3333333333333333
11773 273712 0.3333333333333333
11773 332097 0.25
11799 11804 1.0
11799 147132 1.0
11799 449388 0.3333333333333333
11799 452567 0.25
11799 533929 0.2
11804 449388 0.3333333333333333
11804 452567 0.25
11804 533929 0.2
11892 35115 0.25
11892 91945 0.25
11892 332908 0.05555555555555555
11892 496242 0.06666666666666667
11892 506866 0.058823529411764705
12009 35115 0.25
12009 229019 0.09090909090909091
12009 311508 0.2
12009 332908 0.05555555555555555
12009 506866 0.058823529411764705
12147 73388 1.0
12147 178783 0.5
12147 269070 0.5
12147 439998 0.5
12500 18853 1.0
12500 44277 0.5
12500 128645 0.5
12500 178961 0.3333333333333333
12500 213301 0.14285714285714285
12500 216154 0.3333333333333333
12500 227311 0.16666666666666666
12500 398742 0.16666666666666666
12500 412465 0.3333333333333333
12500 509798 0.14285714285714285
12500 517136 0.16666666666666666
12500 522539 0.25
12517 139490 0.5
12517 229173 0.3333333333333333
12517 418046 0.3333333333333333
12517 455035 0.3333333333333333
12526 33054 1.0
12526 346440 0.5
12526 501788 0.3333333333333333
12526 538991 0.25
12608 33227 1.0
12608 252074 0.2
12608 437876 0.2
12608 437893 0.1111111111111111
12681 26230 1.0
12681 112668 0.5
12681 120595 1.0
12681 120631 0.3333333333333333
12681 280772 0.2
12681 280779 0.25
12904 18493 1.0
12904 161796 0.2
12904 246373 0.3333333333333333
12904 248522 0.25
12904 401575 0.07142857142857142
12904 418739 0.16666666666666666
12904 422194 0.2
12904 422369 0.25
12904 540769 0.1
13083 50229 1.0
13083 74914 0.5
13083 138186 0.5
13083 161631 0.5
13083 301328 0.5
13083 384358 0.16666666666666666
13083 408215 0.2
13083 438144 0.2
13083 511464 0.2
13083 538270 0.1
13146 22979 0.5
13146 43798 0.3333333333333333
13146 159929 0.2
13146 371837 0.08333333333333333
13146 395752 0.08333333333333333
13169 128999 1.0
13169 221577 0.5
13169 345163 0.3333333333333333
13169 456085 0.25
13169 522815 0.3333333333333333
13732 118943 0.3333333333333333
13732 143608 0.2
13732 168570 0.25
13732 255775 0.5
13732 539820 0.3333333333333333
13752 22979 0.5
13752 43798 0.3333333333333333
13752 51660 0.5
13752 122728 0.3333333333333333
13752 136953 0.3333333333333333
13752 159929 0.2
13752 225783 0.5
13752 301823 0.3333333333333333
13752 320545 0.25
13752 320761 0.3333333333333333
13752 329817 0.2
13752 352817 0.2
13752 371837 0.08333333333333333
13752 395752 0.08333333333333333
13752 459197 0.125
13752 467827 0.2
13837 133589 0.5
13837 293389 0.3333333333333333
13837 382801 0.3333333333333333
13837 386834 0.25
13837 392824 0.3333333333333333
13837 410573 0.2
13837 430704 0.125
13867 43967 1.0
13867 108325 0.5
13867 219714 0.3333333333333333
13867 448789 0.16666666666666666
13867 496038 0.1
13867 526750 0.1
14245 144069 1.0
14245 225226 0.3333333333333333
14245 259746 0.5
14245 310133 0.2
14245 403336 0.3333333333333333
14245 418053 0.16666666666666666
14245 436121 0.14285714285714285
14254 17479 1.0
14254 19463 0.5
14254 40144 0.5
14254 217657 0.16666666666666666
14280 110854 1.0
14280 143979 0.5
14280 157587 0.3333333333333333
14280 376663 0.2
14372 42283 1.0
14372 53416 1.0
14372 57683 0.3333333333333333
14372 91784 0.5
14372 110102 0.5
14372 129389 0.3333333333333333
14372 133777 0.5
14372 236879 1.0
14372 249279 0.16666666666666666
14372 257745 1.0
14372 314700 0.5
14372 315898 0.2
14372 461258 0.5
14372 463515 0.16666666666666666
14372 477993 0.25
14372 498667 0.3333333333333333
14372 511619 0.25
14372 524663 0.5
14435 59509 1.0
14435 84384 0.5
14435 310314 0.2
14435 504212 0.125
14435 537726 0.1
14599 126757 0.5
14599 138428 0.25
14599 459971 0.2
14698 120990 1.0
14698 227652 0.25
14698 252559 0.3333333333333333
14698 314412 0.2
14698 536415 0.1
14906 103400 0.2
14906 265863 0.2
14906 284295 0.14285714285714285
14906 528442 0.08333333333333333
14981 113192 0.5
14981 352692 0.3333333333333333
14981 367645 0.2
14981 389494 0.2
14981 432983 0.14285714285714285
14992 101939 0.3333333333333333
14992 246768 0.14285714285714285
14992 276847 0.14285714285714285
14992 362551 0.1111111111111111
15076 160253 0.3333333333333333
15076 275230 1.0
15076 383515 0.125
15076 429766 0.09090909090909091
15316 133589 0.5
15316 293389 0.3333333333333333
15316 386834 0.25
15316 410573 0.2
15316 430704 0.125
15489 27651 1.0
15489 31953 1.0
15489 60667 1.0
15489 203359 1.0
15489 251108 0.3333333333333333
15489 270273 0.16666666666666666
15489 289158 0.5
15489 310937 0.1111111111111111
15489 354742 0.3333333333333333
15489 361070 0.14285714285714285
15489 369475 0.25
15489 444683 0.25
15489 495664 0.25
15489 496329 0.08333333333333333
15489 544957 0.25
15615 77776 0.5
15615 191527 0.14285714285714285
15615 201338 0.25
15615 275950 0.125
15661 42039 1.0
15661 246362 1.0
15661 287249 0.3333333333333333
15661 438083 0.3333333333333333
15661 443522 0.25
15661 462344 0.08333333333333333
15708 60897 0.5
15708 85733 0.3333333333333333
15708 110288 0.3333333333333333
15708 114561 0.25
15708 182337 0.16666666666666666
15708 184866 0.125
15708 372891 0.3333333333333333
16019 21232 1.0
16019 66620 0.5
16019 121794 0.5
16019 509734 0.16666666666666666
16051 20998 1.0
16051 91627 0.5
16051 109271 1.0
16051 186585 0.3333333333333333
16051 223416 0.5
16051 237771 0.2
16051 277700 0.3333333333333333
16051 302104 0.2
16051 342521 1.0
16051 343351 0.1111111111111111
16051 384625 0.25
16051 417199 0.25
16051 471109 0.14285714285714285
16051 495975 0.25
16051 524273 0.125
16109 16111 1.0
16109 97128 0.5
16109 97129 0.3333333333333333
16109 280334 0.25
16111 97128 0.5
16111 97129 0.3333333333333333
16111 216065 0.25
16111 268915 0.25
16164 156021 1.0
16164 203547 0.5
16164 204591 0.3333333333333333
16164 522328 0.2
16457 126438 1.0
16457 196682 0.3333333333333333
16457 216152 0.25
16457 542319 0.2
16457 542780 0.25
16648 118433 1.0
16648 134925 0.125
16648 186915 0.06666666666666667
16648 397560 0.3333333333333333
16648 440144 0.037037037037037035
16648 490890 0.07142857142857142
16648 523852 0.2
16750 36684 1.0
16750 37384 0.5
16750 60074 0.3333333333333333
16750 153130 0.5
16750 160818 0.25
16750 504753 0.3333333333333333
16750 530151 0.14285714285714285
16912 35115 0.25
16912 91945 0.25
16912 105595 0.3333333333333333
16912 229019 0.09090909090909091
16912 332908 0.05555555555555555
17284 61148 1.0
17284 68431 0.5
17284 110523 1.0
17284 220084 0.25
17284 278920 0.2
17284 324084 0.2
17284 325596 0.16666666666666666
17284 471038 0.2
17284 535668 0.25
17348 47156 1.0
17348 63867 0.5
17348 76246 0.25
17348 303329 0.5
17348 312849 0.2
17348 351508 0.3333333333333333
17348 361150 0.16666666666666666
17479 19463 0.5
17479 40144 0.5
17479 64777 0.5
17479 73725 0.25
17479 217657 0.16666666666666666
17479 233388 0.16666666666666666
18493 161796 0.2
18493 246373 0.3333333333333333
18493 248522 0.25
18493 260643 0.25
18493 418739 0.16666666666666666
18493 422194 0.2
18493 422369 0.25
18596 66791 1.0
18596 139914 0.16666666666666666
18596 144982 0.1
18596 350251 0.2
18596 483624 0.047619047619047616
18668 121944 0.3333333333333333
18668 271884 0.25
18668 344930 0.25
18668 488148 0.25
18761 55464 0.5
18761 70820 0.5
18761 72560 0.5
18761 142708 0.5
18761 198400 0.3333333333333333
18761 218956 0.3333333333333333
18761 232962 0.125
18761 243937 0.3333333333333333
18761 326811 0.25
18761 370166 0.3333333333333333
18761 409245 0.3333333333333333
18761 410027 0.3333333333333333
18761 459666 0.07692307692307693
18761 483799 0.09090909090909091
18761 512409 0.058823529411764705
18853 44277 0.5
18853 95461 0.3333333333333333
18853 128645 0.5
18853 178961 0.3333333333333333
18853 213301 0.14285714285714285
18853 509798 0.14285714285714285
18853 528904 0.2
18946 21193 1.0
18946 241574 0.25
18946 345863 0.2
18946 450706 0.07692307692307693
18946 451372 0.07692307692307693
19002 106810 1.0
19006 20353 1.0
19006 130580 0.3333333333333333
19006 267803 0.14285714285714285
19006 357847 0.1111111111111111
19006 465393 0.14285714285714285
19043 192709 1.0
19043 203701 0.25
19043 205568 1.0
19043 237027 0.2
19043 255918 0.125
19043 280211 0.1111111111111111
19043 450023 0.125
19148 76467 0.5
19148 94931 0.2
19148 239461 0.25
19148 513654 0.14285714285714285
19148 535408 0.09090909090909091
19148 541970 0.2
19463 64777 0.5
19463 73725 0.25
19463 217657 0.16666666666666666
19463 233388 0.16666666666666666
19463 487180 0.2
19471 386376 0.125
19471 430041 0.1
19471 453999 0.09090909090909091
19471 535391 0.07142857142857142
19622 30849 0.5
19622 63848 1.0
19622 173731 0.25
19622 224056 0.3333333333333333
19622 463507 0.16666666666666666
19622 478547 0.1
19767 20763 1.0
19767 31348 0.5
19767 95539 0.25
19767 105238 0.3333333333333333
19767 137338 0.3333333333333333
19767 216885 0.2
19767 217970 0.3333333333333333
19767 225811 0.1111111111111111
19767 273670 0.16666666666666666
19767 430544 0.2
19767 540372 0.2
19994 45847 0.5
19994 114756 0.3333333333333333
19994 206831 0.1111111111111111
19994 218419 0.1
19994 231528 0.1
20182 20183 0.5
20182 20185 0.3333333333333333
20182 20186 0.25
20182 119246 0.2
20182 262820 0.16666666666666666
20183 20185 0.3333333333333333
20183 20186 0.25
20183 119246 0.2
20183 262820 0.16666666666666666
20185 20186 0.25
20185 119246 0.2
20185 262820 0.16666666666666666
20186 119246 0.2
20186 262820 0.16666666666666666
20193 22379 1.0
20193 93556 0.25
20193 429802 0.16666666666666666
20338 231529 0.5
20338 287742 0.25
20338 294282 0.2
20338 541707 0.16666666666666666
20353 36212 1.0
20353 130580 0.3333333333333333
20353 147273 0.5
20353 164738 0.5
20353 184854 0.5
20353 266542 0.5
20353 267803 0.14285714285714285
20353 309698 0.2
20353 357847 0.1111111111111111
20353 375611 0.2
20353 414330 0.2
20353 446541 0.25
20353 462268 0.1111111111111111
20353 463325 0.2
20353 465393 0.14285714285714285
20353 495135 0.2
20353 517602 0.2
20353 544044 0.2
20353 544964 0.2
20561 32781 1.0
20561 189174 1.0
20561 227652 0.25
20561 263372 0.25
20561 372301 0.16666666666666666
20561 404585 0.2
20561 536415 0.1
20676 60967 1.0
20676 70797 0.5
20676 186483 0.2
20676 222386 0.5
20676 228567 0.3333333333333333
20676 350356 0.16666666666666666
20676 388751 0.1
20676 509194 0.125
20716 55464 0.5
20716 398611 0.25
20716 422366 0.25
20716 459666 0.07692307692307693
20716 512409 0.058823529411764705
20761 37316 1.0
20761 47014 0.5
20761 76302 0.5
20761 123563 0.25
20761 154417 0.5
20761 234014 0.16666666666666666
20761 337603 0.2
20761 348574 0.16666666666666666
20761 463377 0.16666666666666666
20761 494258 0.25
20761 532301 0.14285714285714285
20763 31348 0.5
20763 51187 0.5
20763 95539 0.25
20763 225811 0.1111111111111111
20998 186585 0.3333333333333333
20998 302104 0.2
20998 471109 0.14285714285714285
20998 524273 0.125
21046 103400 0.2
21046 284295 0.14285714285714285
21046 441658 0.1
21046 500282 0.0625
21166 207188 1.0
21166 405926 0.5
21166 531532 0.3333333333333333
21166 540207 0.25
21193 74639 1.0
21193 133887 1.0
21193 151531 1.0
21193 241574 0.25
21193 297110 0.5
21193 345863 0.2
21193 382408 0.3333333333333333
21193 410106 0.16666666666666666
21193 426827 0.25
21193 428152 0.3333333333333333
21193 445944 0.3333333333333333
21193 450706 0.07692307692307693
21193 451372 0.07692307692307693
21232 66620 0.5
21232 295435 0.3333333333333333
21232 506788 0.25
21232 509734 0.16666666666666666
21397 75306 1.0
21397 147833 0.5
21397 193216 0.5
21397 202424 1.0
21397 285022 0.25
21397 416667 0.2
21397 421706 0.16666666666666666
21397 533455 0.125
21584 318953 0.3333333333333333
21584 343017 0.25
21584 368792 0.16666666666666666
21584 524986 0.16666666666666666
21599 54269 1.0
21599 109859 0.5
21599 129913 0.3333333333333333
21599 243402 0.3333333333333333
21599 252501 0.2
21599 503168 0.2
21599 504163 0.25
21599 512878 0.2
21599 543503 0.14285714285714285
21742 421935 1.0
21742 442607 0.3333333333333333
21789 219714 0.3333333333333333
21789 456740 0.16666666666666666
21789 496038 0.1
21789 526750 0.1
22085 64287 1.0
22085 203633 0.14285714285714285
22085 253870 0.5
22085 442876 0.1111111111111111
22085 528715 0.06666666666666667
22379 28496 1.0
22379 52859 1.0
22379 93556 0.25
22379 231533 0.25
22379 429802 0.16666666666666666
22379 489744 0.3333333333333333
22383 96570 0.5
22383 120216 0.3333333333333333
22383 144759 0.2
22383 251270 0.16666666666666666
22383 502220 0.1111111111111111
22627 279372 0.3333333333333333
22627 470625 0.1111111111111111
22753 47498 1.0
22753 214023 0.25
22753 359500 0.2
22753 530227 0.5
22787 184017 0.5
22787 203229 1.0
22787 247478 0.5
22787 316403 0.3333333333333333
22787 316430 0.3333333333333333
22787 337623 0.3333333333333333
22787 344206 1.0
22787 355712 0.25
22787 364703 0.09090909090909091
22787 436828 0.25
22787 496279 0.16666666666666666
22787 498325 0.5
22787 529617 0.3333333333333333
22787 530205 0.2
22787 535124 0.2
22787 539013 0.1111111111111111
22915 286824 0.5
22915 480628 0.1111111111111111
22915 488277 0.16666666666666666
22915 496847 0.1111111111111111
22967 79671 0.5
22967 410870 0.125
22967 454171 0.125
22967 491828 0.08333333333333333
22967 531263 0.14285714285714285
