548526 13474
7562 33740 1.0
7562 107677 1.0
7562 168661 0.25
7562 172463 0.16666666666666666
7562 193741 0.3333333333333333
7562 235944 0.25
7562 264805 0.2
7562 454624 0.07692307692307693
7562 507430 0.06666666666666667
7629 79347 1.0
7629 300829 0.5
7629 314476 0.25
7629 366326 0.2
7629 541714 0.16666666666666666
7650 34203 1.0
7650 35241 0.5
7650 62163 1.0
7650 112684 0.3333333333333333
7650 179115 0.5
7650 179913 0.3333333333333333
7650 235462 0.25
7650 235863 0.5
7650 238653 0.25
7650 349737 0.2
7650 388590 0.2
7650 395096 0.25
7650 404318 0.125
7650 502009 0.1
7915 88596 1.0
7915 126381 0.5
7915 153576 0.25
7915 158496 0.25
7915 251762 0.25
7915 266290 0.1111111111111111
7915 476821 0.09090909090909091
7915 535697 0.2
7915 541251 0.25
8182 121943 0.3333333333333333
8182 271883 0.25
8182 344929 0.25
8182 347925 0.5
8182 370446 0.25
8182 488147 0.25
8182 529043 0.25
8323 49755 0.05263157894736842
8323 84391 0.047619047619047616
8323 544169 0.041666666666666664
8480 103399 0.2
8480 441657 0.1
8480 481278 0.16666666666666666
8480 528441 0.08333333333333333
8557 315380 1.0
8557 449092 0.5
8618 64258 1.0
8618 89531 1.0
8618 107975 0.25
8618 108072 0.25
8618 360259 0.125
8618 382606 0.07142857142857142
8618 404935 0.2
8618 415817 0.125
8618 417209 0.2
8618 445064 0.2
8618 537836 0.2
8679 40203 1.0
8679 432418 0.16666666666666666
8679 466568 0.14285714285714285
8719 22914 1.0
8719 47520 1.0
8719 49210 1.0
8719 118029 0.3333333333333333
8719 239131 0.5
8719 286823 0.5
8719 339295 0.5
8719 480627 0.1111111111111111
8719 488276 0.16666666666666666
8719 496846 0.1111111111111111
8786 23337 1.0
8786 53653 0.5
8786 74162 0.5
8786 424801 0.3333333333333333
8786 450236 0.2
8786 535530 0.16666666666666666
9029 77481 0.5
9029 178221 0.3333333333333333
9029 238356 0.16666666666666666
9029 378469 0.08333333333333333
9168 110247 1.0
9168 114512 1.0
9168 394522 0.3333333333333333
9168 497145 0.25
9168 510388 0.2
9178 144981 0.1
9178 182214 0.16666666666666666
9178 213710 0.25
9178 434251 0.2
9178 483623 0.047619047619047616
9243 49755 0.05263157894736842
9243 84391 0.047619047619047616
9243 544169 0.041666666666666664
9245 49755 0.05263157894736842
9245 84391 0.047619047619047616
9245 544169 0.041666666666666664
9246 49755 0.05263157894736842
9246 84391 0.047619047619047616
9246 544169 0.041666666666666664
9251 49755 0.05263157894736842
9251 84391 0.047619047619047616
9251 544169 0.041666666666666664
9252 49755 0.05263157894736842
9252 84391 0.047619047619047616
9252 544169 0.041666666666666664
9253 49755 0.05263157894736842
9253 84391 0.047619047619047616
9253 544169 0.041666666666666664
9276 49755 0.05263157894736842
9276 84391 0.047619047619047616
9276 544169 0.041666666666666664
9281 49755 0.05263157894736842
9281 84391 0.047619047619047616
9281 544169 0.041666666666666664
9283 38971 1.0
9283 49755 0.05263157894736842
9283 84391 0.047619047619047616
9283 544169 0.041666666666666664
9761 16456 1.0
9761 196681 0.3333333333333333
9761 214554 0.5
9761 216151 0.25
9761 542779 0.25
9761 542898 0.2
9868 203599 0.3333333333333333
9868 226911 0.3333333333333333
9868 236381 1.0
9868 276085 0.25
9868 276846 0.14285714285714285
9868 341760 0.16666666666666666
10033 49755 0.05263157894736842
10033 84391 0.047619047619047616
10033 544169 0.041666666666666664
10034 49755 0.05263157894736842
10034 84391 0.047619047619047616
10034 544169 0.041666666666666664
10148 56710 0.5
10148 123303 0.2
10148 271401 0.25
10148 286244 0.14285714285714285
10148 481099 0.2
10538 51624 1.0
10538 157059 1.0
10538 177680 0.5
10538 184802 0.2
10538 193533 0.14285714285714285
10538 212244 0.16666666666666666
10538 222180 0.14285714285714285
10538 242067 0.2
10538 280525 0.25
10538 413494 0.25
10538 439132 0.14285714285714285
10538 463381 0.25
10545 64750 1.0
10545 250004 0.2
10545 392901 0.125
10583 91721 0.5
10583 139913 0.16666666666666666
10583 144981 0.1
10583 166266 0.2
10583 182214 0.16666666666666666
10583 435437 0.25
10583 489116 0.045454545454545456
10595 10608 0.3333333333333333
10595 10626 0.25
10595 59820 0.16666666666666666
10595 118087 0.14285714285714285
10597 10608 0.3333333333333333
10597 59820 0.16666666666666666
10597 118087 0.14285714285714285
10597 535419 0.2
10598 10608 0.3333333333333333
10598 10612 0.5
10598 10626 0.25
10598 59820 0.16666666666666666
10598 118087 0.14285714285714285
10608 10612 0.5
10608 10626 0.25
10608 59820 0.16666666666666666
10608 118087 0.14285714285714285
10608 535419 0.2
10612 10626 0.25
10612 59820 0.16666666666666666
10612 118087 0.14285714285714285
10626 59820 0.16666666666666666
10626 118087 0.14285714285714285
10626 535419 0.2
10653 138445 0.25
10653 228555 0.2
10653 288774 0.16666666666666666
10653 525523 0.14285714285714285
10733 68870 1.0
10733 110038 1.0
10893 99121 1.0
10893 223801 0.5
10893 266176 0.5
10893 269397 0.5
10893 297607 0.2
10893 343463 0.3333333333333333
10893 359724 0.2
10893 367674 0.125
10893 418817 0.25
10893 486534 0.2
10893 487447 0.14285714285714285
10901 19147 1.0
10901 46702 0.5
10901 94930 0.2
10901 239460 0.25
10901 312810 0.25
10901 412101 0.2
10901 464085 0.3333333333333333
10901 509144 0.2
10901 513653 0.14285714285714285
10901 525024 0.3333333333333333
10901 535407 0.09090909090909091
10903 91930 1.0
10903 435283 1.0
10903 436217 0.3333333333333333
10903 522543 0.5
11064 31590 1.0
11064 168286 0.3333333333333333
11064 216738 0.25
11064 241645 0.25
11064 342258 0.16666666666666666
11064 355647 0.2
11064 379595 0.25
11064 427443 0.125
11152 130417 0.3333333333333333
11152 134357 0.25
11152 183836 0.25
11152 242111 0.3333333333333333
11152 259202 0.1111111111111111
11152 369189 0.1
11152 428011 0.2
11152 437447 0.2
11152 462788 0.1
11152 510313 0.2
11425 31914 1.0
11425 31934 1.0
11425 56367 0.5
11425 251308 0.5
11425 476277 0.14285714285714285
11425 538264 0.25
11461 163293 1.0
11461 209786 1.0
11461 318298 1.0
11461 319526 0.5
11461 332738 0.25
11461 385264 0.5
11461 416993 0.14285714285714285
11461 421462 0.3333333333333333
11461 430735 0.14285714285714285
11461 514229 0.16666666666666666
11497 118908 0.2
11497 211336 0.16666666666666666
11497 236356 0.14285714285714285
11497 384552 0.25
11497 514552 0.1111111111111111
11515 166190 0.3333333333333333
11515 185448 0.25
11515 344591 0.5
11515 379681 0.3333333333333333
11515 390844 0.25
11592 175207 0.2
11592 420399 0.14285714285714285
11592 444298 0.16666666666666666
11592 482091 0.2
11772 48549 1.0
11772 238782 0.3333333333333333
11772 273711 0.3333333333333333
11772 332096 0.25
11798 11803 1.0
11798 147131 1.0
11798 449387 0.3333333333333333
11798 452566 0.25
11798 533928 0.2
11803 449387 0.3333333333333333
11803 452566 0.25
11803 533928 0.2
11891 35114 0.25
11891 91944 0.25
11891 332907 0.05555555555555555
11891 496241 0.06666666666666667
11891 506865 0.058823529411764705
12008 35114 0.25
12008 229018 0.09090909090909091
12008 311507 0.2
12008 332907 0.05555555555555555
12008 506865 0.058823529411764705
12146 73387 1.0
12146 178782 0.5
12146 269069 0.5
12146 439997 0.5
12499 18852 1.0
12499 44276 0.5
12499 128644 0.5
12499 178960 0.3333333333333333
12499 213300 0.14285714285714285
12499 216153 0.3333333333333333
12499 227310 0.16666666666666666
12499 398741 0.16666666666666666
12499 412464 0.3333333333333333
12499 509797 0.14285714285714285
12499 517135 0.16666666666666666
12499 522538 0.25
12516 139489 0.5
12516 229172 0.3333333333333333
12516 418045 0.3333333333333333
12516 455034 0.3333333333333333
12525 33053 1.0
12525 346439 0.5
12525 501787 0.3333333333333333
12525 538990 0.25
12607 33226 1.0
12607 252073 0.2
12607 437875 0.2
12607 437892 0.1111111111111111
12680 26229 1.0
12680 112667 0.5
12680 120594 1.0
12680 120630 0.3333333333333333
12680 280771 0.2
12680 280778 0.25
12903 18492 1.0
12903 161795 0.2
12903 246372 0.3333333333333333
12903 248521 0.25
12903 401574 0.07142857142857142
12903 418738 0.16666666666666666
12903 422193 0.2
12903 422368 0.25
12903 540768 0.1
13082 50228 1.0
13082 74913 0.5
13082 138185 0.5
13082 161630 0.5
13082 301327 0.5
13082 384357 0.16666666666666666
13082 408214 0.2
13082 438143 0.2
13082 511463 0.2
13082 538269 0.1
13145 22978 0.5
13145 43797 0.3333333333333333
13145 159928 0.2
13145 371836 0.08333333333333333
13145 395751 0.08333333333333333
13168 128998 1.0
13168 221576 0.5
13168 345162 0.3333333333333333
13168 456084 0.25
13168 522814 0.3333333333333333
13731 118942 0.3333333333333333
13731 143607 0.2
13731 168569 0.25
13731 255774 0.5
13731 539819 0.3333333333333333
13751 22978 0.5
13751 43797 0.3333333333333333
13751 51659 0.5
13751 122727 0.3333333333333333
13751 136952 0.3333333333333333
13751 159928 0.2
13751 225782 0.5
13751 301822 0.3333333333333333
13751 320544 0.25
13751 320760 0.3333333333333333
13751 329816 0.2
13751 352816 0.2
13751 371836 0.08333333333333333
13751 395751 0.08333333333333333
13751 459196 0.125
13751 467826 0.2
13836 133588 0.5
13836 293388 0.3333333333333333
13836 382800 0.3333333333333333
13836 386833 0.25
13836 392823 0.3333333333333333
13836 410572 0.2
13836 430703 0.125
13866 43966 1.0
13866 108324 0.5
13866 219713 0.3333333333333333
13866 448788 0.16666666666666666
13866 496037 0.1
13866 526749 0.1
14244 144068 1.0
14244 225225 0.3333333333333333
14244 259745 0.5
14244 310132 0.2
14244 403335 0.3333333333333333
14244 418052 0.16666666666666666
14244 436120 0.14285714285714285
14253 17478 1.0
14253 19462 0.5
14253 40143 0.5
14253 217656 0.16666666666666666
14279 110853 1.0
14279 143978 0.5
14279 157586 0.3333333333333333
14279 376662 0.2
14371 42282 1.0
14371 53415 1.0
14371 57682 0.3333333333333333
14371 91783 0.5
14371 110101 0.5
14371 129388 0.3333333333333333
14371 133776 0.5
14371 236878 1.0
14371 249278 0.16666666666666666
14371 257744 1.0
14371 314699 0.5
14371 315897 0.2
14371 461257 0.5
14371 463514 0.16666666666666666
14371 477992 0.25
14371 498666 0.3333333333333333
14371 511618 0.25
14371 524662 0.5
14434 59508 1.0
14434 84383 0.5
14434 310313 0.2
14434 504211 0.125
14434 537725 0.1
14598 126756 0.5
14598 138427 0.25
14598 459970 0.2
14697 120989 1.0
14697 227651 0.25
14697 252558 0.3333333333333333
14697 314411 0.2
14697 536414 0.1
14905 103399 0.2
14905 265862 0.2
14905 284294 0.14285714285714285
14905 528441 0.08333333333333333
14980 113191 0.5
14980 352691 0.3333333333333333
14980 367644 0.2
14980 389493 0.2
14980 432982 0.14285714285714285
14991 101938 0.3333333333333333
14991 246767 0.14285714285714285
14991 276846 0.14285714285714285
14991 362550 0.1111111111111111
15075 160252 0.3333333333333333
15075 275229 1.0
15075 383514 0.125
15075 429765 0.09090909090909091
15315 133588 0.5
15315 293388 0.3333333333333333
15315 386833 0.25
15315 410572 0.2
15315 430703 0.125
15488 27650 1.0
15488 31952 1.0
15488 60666 1.0
15488 203358 1.0
15488 251107 0.3333333333333333
15488 270272 0.16666666666666666
15488 289157 0.5
15488 310936 0.1111111111111111
15488 354741 0.3333333333333333
15488 361069 0.14285714285714285
15488 369474 0.25
15488 444682 0.25
15488 495663 0.25
15488 496328 0.08333333333333333
15488 544956 0.25
15614 77775 0.5
15614 191526 0.14285714285714285
15614 201337 0.25
15614 275949 0.125
15660 42038 1.0
15660 246361 1.0
15660 287248 0.3333333333333333
15660 438082 0.3333333333333333
15660 443521 0.25
15660 462343 0.08333333333333333
15707 60896 0.5
15707 85732 0.3333333333333333
15707 110287 0.3333333333333333
15707 114560 0.25
15707 182336 0.16666666666666666
15707 184865 0.125
15707 372890 0.3333333333333333
16018 21231 1.0
16018 66619 0.5
16018 121793 0.5
16018 509733 0.16666666666666666
16050 20997 1.0
16050 91626 0.5
16050 109270 1.0
16050 186584 0.3333333333333333
16050 223415 0.5
16050 237770 0.2
16050 277699 0.3333333333333333
16050 302103 0.2
16050 342520 1.0
16050 343350 0.1111111111111111
16050 384624 0.25
16050 417198 0.25
16050 471108 0.14285714285714285
16050 495974 0.25
16050 524272 0.125
16108 16110 1.0
16108 97127 0.5
16108 97128 0.3333333333333333
16108 280333 0.25
16110 97127 0.5
16110 97128 0.3333333333333333
16110 216064 0.25
16110 268914 0.25
16163 156020 1.0
16163 203546 0.5
16163 204590 0.3333333333333333
16163 522327 0.2
16456 126437 1.0
16456 196681 0.3333333333333333
16456 216151 0.25
16456 542318 0.2
16456 542779 0.25
16647 118432 1.0
16647 134924 0.125
16647 186914 0.06666666666666667
16647 397559 0.3333333333333333
16647 440143 0.037037037037037035
16647 490889 0.07142857142857142
16647 523851 0.2
16749 36683 1.0
16749 37383 0.5
16749 60073 0.3333333333333333
16749 153129 0.5
16749 160817 0.25
16749 504752 0.3333333333333333
16749 530150 0.14285714285714285
16911 35114 0.25
16911 91944 0.25
16911 105594 0.3333333333333333
16911 229018 0.09090909090909091
16911 332907 0.05555555555555555
17283 61147 1.0
17283 68430 0.5
17283 110522 1.0
17283 220083 0.25
17283 278919 0.2
17283 324083 0.2
17283 325595 0.16666666666666666
17283 471037 0.2
17283 535667 0.25
17347 47155 1.0
17347 63866 0.5
17347 76245 0.25
17347 303328 0.5
17347 312848 0.2
17347 351507 0.3333333333333333
17347 361149 0.16666666666666666
17478 19462 0.5
17478 40143 0.5
17478 64776 0.5
17478 73724 0.25
17478 217656 0.16666666666666666
17478 233387 0.16666666666666666
18492 161795 0.2
18492 246372 0.3333333333333333
18492 248521 0.25
18492 260642 0.25
18492 418738 0.16666666666666666
18492 422193 0.2
18492 422368 0.25
18595 66790 1.0
18595 139913 0.16666666666666666
18595 144981 0.1
18595 350250 0.2
18595 483623 0.047619047619047616
18667 121943 0.3333333333333333
18667 271883 0.25
18667 344929 0.25
18667 488147 0.25
18760 55463 0.5
18760 70819 0.5
18760 72559 0.5
18760 142707 0.5
18760 198399 0.3333333333333333
18760 218955 0.3333333333333333
18760 232961 0.125
18760 243936 0.3333333333333333
18760 326810 0.25
18760 370165 0.3333333333333333
18760 409244 0.3333333333333333
18760 410026 0.3333333333333333
18760 459665 0.07692307692307693
18760 483798 0.09090909090909091
18760 512408 0.058823529411764705
18852 44276 0.5
18852 95460 0.3333333333333333
18852 128644 0.5
18852 178960 0.3333333333333333
18852 213300 0.14285714285714285
18852 509797 0.14285714285714285
18852 528903 0.2
18945 21192 1.0
18945 241573 0.25
18945 345862 0.2
18945 450705 0.07692307692307693
18945 451371 0.07692307692307693
19001 106809 1.0
19005 20352 1.0
19005 130579 0.3333333333333333
19005 267802 0.14285714285714285
19005 357846 0.1111111111111111
19005 465392 0.14285714285714285
19042 192708 1.0
19042 203700 0.25
19042 205567 1.0
19042 237026 0.2
19042 255917 0.125
19042 280210 0.1111111111111111
19042 450022 0.125
19147 76466 0.5
19147 94930 0.2
19147 239460 0.25
19147 513653 0.14285714285714285
19147 535407 0.09090909090909091
19147 541969 0.2
19462 64776 0.5
19462 73724 0.25
19462 217656 0.16666666666666666
19462 233387 0.16666666666666666
19462 487179 0.2
19470 386375 0.125
19470 430040 0.1
19470 453998 0.09090909090909091
19470 535390 0.07142857142857142
19621 30848 0.5
19621 63847 1.0
19621 173730 0.25
19621 224055 0.3333333333333333
19621 463506 0.16666666666666666
19621 478546 0.1
19766 20762 1.0
19766 31347 0.5
19766 95538 0.25
19766 105237 0.3333333333333333
19766 137337 0.3333333333333333
19766 216884 0.2
19766 217969 0.3333333333333333
19766 225810 0.1111111111111111
19766 273669 0.16666666666666666
19766 430543 0.2
19766 540371 0.2
19993 45846 0.5
19993 114755 0.3333333333333333
19993 206830 0.1111111111111111
19993 218418 0.1
19993 231527 0.1
20181 20182 0.5
20181 20184 0.3333333333333333
20181 20185 0.25
20181 119245 0.2
20181 262819 0.16666666666666666
20182 20184 0.3333333333333333
20182 20185 0.25
20182 119245 0.2
20182 262819 0.16666666666666666
20184 20185 0.25
20184 119245 0.2
20184 262819 0.16666666666666666
20185 119245 0.2
20185 262819 0.16666666666666666
20192 22378 1.0
20192 93555 0.25
20192 429801 0.16666666666666666
20337 231528 0.5
20337 287741 0.25
20337 294281 0.2
20337 541706 0.16666666666666666
20352 36211 1.0
20352 130579 0.3333333333333333
20352 147272 0.5
20352 164737 0.5
20352 184853 0.5
20352 266541 0.5
20352 267802 0.14285714285714285
20352 309697 0.2
20352 357846 0.1111111111111111
20352 375610 0.2
20352 414329 0.2
20352 446540 0.25
20352 462267 0.1111111111111111
20352 463324 0.2
20352 465392 0.14285714285714285
20352 495134 0.2
20352 517601 0.2
20352 544043 0.2
20352 544963 0.2
20560 32780 1.0
20560 189173 1.0
20560 227651 0.25
20560 263371 0.25
20560 372300 0.16666666666666666
20560 404584 0.2
20560 536414 0.1
20675 60966 1.0
20675 70796 0.5
20675 186482 0.2
20675 222385 0.5
20675 228566 0.3333333333333333
20675 350355 0.16666666666666666
20675 388750 0.1
20675 509193 0.125
20715 55463 0.5
20715 398610 0.25
20715 422365 0.25
20715 459665 0.07692307692307693
20715 512408 0.058823529411764705
20760 37315 1.0
20760 47013 0.5
20760 76301 0.5
20760 123562 0.25
20760 154416 0.5
20760 234013 0.16666666666666666
20760 337602 0.2
20760 348573 0.16666666666666666
20760 463376 0.16666666666666666
20760 494257 0.25
20760 532300 0.14285714285714285
20762 31347 0.5
20762 51186 0.5
20762 95538 0.25
20762 225810 0.1111111111111111
20997 186584 0.3333333333333333
20997 302103 0.2
20997 471108 0.14285714285714285
20997 524272 0.125
21045 103399 0.2
21045 284294 0.14285714285714285
21045 441657 0.1
21045 500281 0.0625
21165 207187 1.0
21165 405925 0.5
21165 531531 0.3333333333333333
21165 540206 0.25
21192 74638 1.0
21192 133886 1.0
21192 151530 1.0
21192 241573 0.25
21192 297109 0.5
21192 345862 0.2
21192 382407 0.3333333333333333
21192 410105 0.16666666666666666
21192 426826 0.25
21192 428151 0.3333333333333333
21192 445943 0.3333333333333333
21192 450705 0.07692307692307693
21192 451371 0.07692307692307693
21231 66619 0.5
21231 295434 0.3333333333333333
21231 506787 0.25
21231 509733 0.16666666666666666
21396 75305 1.0
21396 147832 0.5
21396 193215 0.5
21396 202423 1.0
21396 285021 0.25
21396 416666 0.2
21396 421705 0.16666666666666666
21396 533454 0.125
21583 318952 0.3333333333333333
21583 343016 0.25
21583 368791 0.16666666666666666
21583 524985 0.16666666666666666
21598 54268 1.0
21598 109858 0.5
21598 129912 0.3333333333333333
21598 243401 0.3333333333333333
21598 252500 0.2
21598 503167 0.2
21598 504162 0.25
21598 512877 0.2
21598 543502 0.14285714285714285
21741 421934 1.0
21741 442606 0.3333333333333333
21788 219713 0.3333333333333333
21788 456739 0.16666666666666666
21788 496037 0.1
21788 526749 0.1
22084 64286 1.0
22084 203632 0.14285714285714285
22084 253869 0.5
22084 442875 0.1111111111111111
22084 528714 0.06666666666666667
22378 28495 1.0
22378 52858 1.0
22378 93555 0.25
22378 231532 0.25
22378 429801 0.16666666666666666
22378 489743 0.3333333333333333
22382 96569 0.5
22382 120215 0.3333333333333333
22382 144758 0.2
22382 251269 0.16666666666666666
22382 502219 0.1111111111111111
22626 279371 0.3333333333333333
22626 470624 0.1111111111111111
22752 47497 1.0
22752 214022 0.25
22752 359499 0.2
22752 530226 0.5
22786 184016 0.5
22786 203228 1.0
22786 247477 0.5
22786 316402 0.3333333333333333
22786 316429 0.3333333333333333
22786 337622 0.3333333333333333
22786 344205 1.0
22786 355711 0.25
22786 364702 0.09090909090909091
22786 436827 0.25
22786 496278 0.16666666666666666
22786 498324 0.5
22786 529616 0.3333333333333333
22786 530204 0.2
22786 535123 0.2
22786 539012 0.1111111111111111
22914 286823 0.5
22914 480627 0.1111111111111111
22914 488276 0.16666666666666666
22914 496846 0.1111111111111111
22966 79670 0.5
22966 410869 0.125
22966 454170 0.125
22966 491827 0.08333333333333333
22966 531262 0.14285714285714285
