425746 15794
16087 19598 0.16666666666666666
16087 19599 0.14285714285714285
16087 19624 0.125
16297 21992 1.0
16297 28753 0.5
16297 35201 0.3333333333333333
16297 44427 0.25
16297 44428 0.2
16297 54517 0.16666666666666666
16297 63072 0.14285714285714285
16297 85895 0.125
16297 85896 0.1111111111111111
16297 85898 0.1
16297 85899 0.09090909090909091
16297 85900 0.08333333333333333
16297 85901 0.07692307692307693
16297 85902 0.07142857142857142
16297 95894 0.06666666666666667
16372 16832 0.3333333333333333
16372 18075 0.3333333333333333
16372 18527 0.25
16372 20669 0.2
16372 42963 0.25
16372 73017 0.14285714285714285
16372 75903 0.1111111111111111
16372 84356 0.125
16372 100120 0.16666666666666666
16372 101992 0.14285714285714285
16506 17097 0.25
16506 23444 0.2
16506 23445 0.16666666666666666
16506 23446 0.14285714285714285
16506 24036 0.125
16506 25630 0.1111111111111111
16577 59944 1.0
16577 71587 1.0
16577 82252 1.0
16577 300033 0.3333333333333333
16577 352735 0.3333333333333333
16577 396570 0.25
16693 72107 1.0
16693 76551 0.25
16693 79279 0.3333333333333333
16693 82142 0.25
16693 99706 0.16666666666666666
16693 184010 0.16666666666666666
16693 204513 0.14285714285714285
16693 204514 0.125
16693 204516 0.1111111111111111
16693 204519 0.1
16693 204521 0.09090909090909091
16693 204779 0.05263157894736842
16693 211090 0.07692307692307693
16693 257355 0.07142857142857142
16693 257356 0.06666666666666667
16693 257367 0.0625
16693 257368 0.058823529411764705
16693 257369 0.05555555555555555
16693 257370 0.05263157894736842
16693 257371 0.05
16693 257372 0.047619047619047616
16693 257373 0.045454545454545456
16693 257374 0.043478260869565216
16693 257375 0.041666666666666664
16693 257376 0.04
16693 266057 0.038461538461538464
16693 268459 0.037037037037037035
16693 271527 0.03571428571428571
16693 277682 0.034482758620689655
16755 16756 1.0
16755 16757 0.5
16755 16758 0.3333333333333333
16755 16759 0.25
16755 17302 0.2
16755 17578 0.16666666666666666
16756 16757 0.5
16756 16758 0.3333333333333333
16756 16759 0.25
16756 17302 0.2
16756 17578 0.16666666666666666
16757 16758 0.3333333333333333
16757 16759 0.25
16757 17302 0.2
16757 17578 0.16666666666666666
16758 16759 0.25
16758 17302 0.2
16758 17578 0.16666666666666666
16759 17302 0.2
16759 17578 0.16666666666666666
16761 230838 1.0
16761 319212 0.5
16761 319213 0.3333333333333333
16761 358830 0.25
16761 359674 1.0
16761 359675 0.5
16832 18527 0.25
16832 20669 0.2
16832 73017 0.14285714285714285
16832 75903 0.1111111111111111
16832 84356 0.125
17046 94068 1.0
17046 134778 0.3333333333333333
17046 167900 0.25
17046 300290 0.25
17046 336471 0.2
17046 336472 0.16666666666666666
17097 23444 0.2
17097 23445 0.16666666666666666
17097 23446 0.14285714285714285
17097 24036 0.125
17097 25630 0.1111111111111111
17246 17627 1.0
17246 60092 0.5
17246 267363 0.5
17246 298855 0.3333333333333333
17246 304316 0.25
17302 17578 0.16666666666666666
17489 28900 1.0
17489 78783 0.5
17489 268567 0.3333333333333333
17489 275720 0.25
17489 341596 0.2
17489 341597 0.16666666666666666
17489 343852 0.14285714285714285
17590 52731 0.25
17590 134078 0.3333333333333333
17590 146761 0.25
17590 190262 0.1
17590 192879 0.1
17627 267363 0.5
17627 298855 0.3333333333333333
17627 304316 0.25
17634 19255 0.2
17634 19598 0.16666666666666666
17634 19599 0.14285714285714285
17634 19624 0.125
17696 57754 0.5
17696 57755 0.3333333333333333
17696 59802 0.25
17696 59803 0.2
17696 59804 0.16666666666666666
17696 59805 0.14285714285714285
17696 59806 0.125
17696 59807 0.1111111111111111
17696 59808 0.1
17906 155755 0.25
17906 258684 0.5
17906 363952 0.3333333333333333
17906 385004 0.25
18075 42963 0.25
18075 75903 0.1111111111111111
18075 96106 0.3333333333333333
18075 100120 0.16666666666666666
18075 101992 0.14285714285714285
18075 105732 0.25
18166 35054 1.0
18166 61215 0.5
18166 120126 0.3333333333333333
18166 151898 0.25
18166 180846 0.2
18166 213082 0.16666666666666666
18166 270941 0.14285714285714285
18166 412589 0.125
18169 215150 1.0
18169 215151 0.5
18169 215152 0.25
18169 250464 0.25
18184 127120 1.0
18184 137841 0.3333333333333333
18184 138836 0.5
18184 260028 0.5
18184 264988 0.5
18184 300296 0.3333333333333333
18202 72780 0.3333333333333333
18202 103692 0.5
18202 133470 0.25
18202 260169 0.2
18322 240097 1.0
18322 249899 0.5
18322 269382 0.5
18322 348983 1.0
18479 66243 1.0
18479 93128 0.5
18479 93130 0.3333333333333333
18479 123063 0.25
18479 128886 0.3333333333333333
18479 269712 0.2
18479 289547 0.16666666666666666
18479 289548 0.14285714285714285
18479 289549 0.125
18479 293130 0.1111111111111111
18479 293131 0.1
18479 293132 0.09090909090909091
18479 293133 0.08333333333333333
18479 293134 0.07692307692307693
18479 317531 0.07142857142857142
18527 20669 0.2
18527 73017 0.14285714285714285
18527 75903 0.1111111111111111
18527 84356 0.125
18545 18546 0.5
18545 18568 0.3333333333333333
18545 18569 0.25
18545 18914 0.2
18545 19181 0.16666666666666666
18545 19182 0.14285714285714285
18545 19183 0.125
18546 18568 0.3333333333333333
18546 18569 0.25
18546 18914 0.2
18546 19181 0.16666666666666666
18546 19182 0.14285714285714285
18546 19183 0.125
18568 18569 0.25
18568 18914 0.2
18568 19181 0.16666666666666666
18568 19182 0.14285714285714285
18568 19183 0.125
18569 18914 0.2
18569 19181 0.16666666666666666
18569 19182 0.14285714285714285
18569 19183 0.125
18667 18668 1.0
18667 18671 0.5
18667 18672 0.3333333333333333
18667 18766 0.25
18667 18767 0.2
18667 20862 0.16666666666666666
18667 20863 0.125
18668 18671 0.5
18668 18672 0.3333333333333333
18668 18766 0.25
18668 18767 0.2
18668 20862 0.16666666666666666
18668 20863 0.125
18668 31136 0.5
18668 33509 0.3333333333333333
18671 18672 0.3333333333333333
18671 18766 0.25
18671 18767 0.2
18671 20862 0.16666666666666666
18671 20863 0.125
18672 18766 0.25
18672 18767 0.2
18672 20862 0.16666666666666666
18672 20863 0.125
18765 63699 1.0
18765 164222 1.0
18765 302990 0.3333333333333333
18765 305422 0.25
18765 323366 0.25
18765 323367 0.2
18765 343361 0.16666666666666666
18765 353565 0.25
18765 360109 0.2
18765 360110 0.16666666666666666
18765 360111 0.14285714285714285
18765 397096 0.125
18766 18767 0.2
18766 20862 0.16666666666666666
18766 20863 0.125
18766 21531 0.5
18766 24830 0.5
18767 20862 0.16666666666666666
18767 20863 0.125
18836 26817 0.3333333333333333
18914 19181 0.16666666666666666
18914 19182 0.14285714285714285
18914 19183 0.125
18995 38650 0.5
18995 38651 0.3333333333333333
18995 38652 0.25
18995 40404 0.2
18995 43153 0.16666666666666666
19118 65659 0.5
19118 88957 0.3333333333333333
19118 213957 0.5
19118 213959 0.25
19181 19182 0.14285714285714285
19181 19183 0.125
19182 19183 0.125
19251 19252 1.0
19251 19253 0.5
19251 19768 0.3333333333333333
19251 19769 0.25
19251 19770 0.2
19252 19253 0.5
19252 19768 0.3333333333333333
19252 19769 0.25
19252 19770 0.2
19253 19768 0.3333333333333333
19253 19769 0.25
19253 19770 0.2
19255 19598 0.16666666666666666
19255 19599 0.14285714285714285
19255 19624 0.125
19407 19525 0.2
19407 19526 0.16666666666666666
19407 19610 0.14285714285714285
19525 19526 0.16666666666666666
19525 19610 0.14285714285714285
19526 19610 0.14285714285714285
19598 19599 0.14285714285714285
19598 19624 0.125
19599 19624 0.125
19600 19601 1.0
19600 19607 0.5
19600 19620 0.3333333333333333
19600 19621 0.25
19600 20489 0.2
19601 19607 0.5
19601 19620 0.3333333333333333
19601 19621 0.25
19601 20489 0.2
19607 19620 0.3333333333333333
19607 19621 0.25
19607 20489 0.2
19620 19621 0.25
19620 20489 0.2
19621 20489 0.2
19768 19769 0.25
19768 19770 0.2
19769 19770 0.2
19909 19910 0.5
19909 19911 0.3333333333333333
19909 19912 0.25
19909 20041 0.2
19909 20042 0.16666666666666666
19909 20043 0.14285714285714285
19910 19911 0.3333333333333333
19910 19912 0.25
19910 20041 0.2
19910 20042 0.16666666666666666
19910 20043 0.14285714285714285
19911 19912 0.25
19911 20041 0.2
19911 20042 0.16666666666666666
19911 20043 0.14285714285714285
19911 103039 1.0
19911 157824 0.5
19911 160691 0.3333333333333333
19911 191392 0.25
19911 191393 0.2
19912 20041 0.2
19912 20042 0.16666666666666666
19912 20043 0.14285714285714285
20041 20042 0.16666666666666666
20041 20043 0.14285714285714285
20042 20043 0.14285714285714285
20042 37288 1.0
20043 20863 0.125
20049 59574 1.0
20049 170604 1.0
20049 345161 0.5
20344 31579 1.0
20344 59740 0.5
20344 59741 0.3333333333333333
20344 59742 0.25
20344 59743 0.2
20344 59744 0.16666666666666666
20344 59745 0.14285714285714285
20344 59746 0.125
20386 74753 1.0
20386 131928 0.5
20386 157388 0.3333333333333333
20386 158446 0.25
20386 160334 0.2
20386 199292 1.0
20386 304436 0.3333333333333333
20386 304641 0.2
20657 29751 1.0
20657 57059 0.3333333333333333
20657 94577 0.3333333333333333
20657 217823 0.25
20657 277464 0.25
20657 309914 0.25
20657 309916 0.2
20657 309917 0.16666666666666666
20665 21041 1.0
20665 60583 1.0
20665 60584 0.5
20665 60585 0.3333333333333333
20665 60586 0.25
20665 64145 0.2
20669 73017 0.14285714285714285
20669 75903 0.1111111111111111
20669 84356 0.125
20862 20863 0.125
20863 31136 0.5
20863 33509 0.3333333333333333
21041 63429 1.0
21041 66425 0.3333333333333333
21041 119213 0.3333333333333333
21041 160082 0.3333333333333333
21066 33248 1.0
21066 192273 0.3333333333333333
21066 270531 0.3333333333333333
21066 282850 0.25
21066 282851 0.2
21530 21531 0.5
21530 45848 0.5
21530 47655 0.3333333333333333
21530 47656 0.25
21530 47657 0.2
21531 27182 1.0
21531 59714 0.3333333333333333
21531 75028 0.3333333333333333
21531 116492 0.3333333333333333
21843 36539 1.0
21843 42833 1.0
21843 76551 0.25
21843 88333 0.3333333333333333
21843 97609 0.25
21843 102479 0.14285714285714285
21843 140756 0.16666666666666666
21843 153844 0.125
21843 204779 0.05263157894736842
21843 223710 0.1
21843 258040 0.1
21843 258041 0.09090909090909091
21843 258042 0.08333333333333333
21843 267274 0.07692307692307693
21843 268321 0.07142857142857142
21843 268322 0.06666666666666667
21843 277756 0.05555555555555555
21843 277757 0.05
21843 277764 0.05555555555555555
21859 181064 1.0
21859 186206 0.5
21859 187428 0.3333333333333333
21859 187429 0.25
21859 192279 0.2
21859 192280 0.16666666666666666
21859 241512 0.3333333333333333
21992 28753 0.5
21992 35201 0.3333333333333333
21992 44427 0.25
21992 44428 0.2
21992 54517 0.16666666666666666
21992 63072 0.14285714285714285
21992 79861 0.25
21992 85895 0.125
21992 85896 0.1111111111111111
21992 85898 0.1
21992 85899 0.09090909090909091
21992 85900 0.08333333333333333
21992 85901 0.07692307692307693
21992 85902 0.07142857142857142
21992 95894 0.06666666666666667
22039 79650 0.5
22039 130138 0.2
22039 142201 0.25
22039 199960 0.2
22039 239264 0.16666666666666666
22039 266090 0.14285714285714285
22149 153878 1.0
22149 153879 0.16666666666666666
22183 59812 0.5
22183 130135 1.0
22183 130137 0.5
22183 164659 0.3333333333333333
22183 169946 0.25
22183 169947 0.2
22183 185809 0.16666666666666666
22550 36003 1.0
22550 37069 0.5
22550 37107 0.3333333333333333
22550 37815 0.25
22550 37982 0.2
22765 23296 0.5
22765 31584 0.3333333333333333
22765 31585 0.25
22765 31586 0.2
22802 55103 1.0
22802 63434 0.5
22802 79595 0.3333333333333333
22802 79596 0.25
22802 79597 0.2
22802 79598 0.16666666666666666
22802 83062 0.14285714285714285
22857 34322 1.0
22857 238663 0.5
23296 31584 0.3333333333333333
23296 31585 0.25
23296 31586 0.2
23444 23445 0.16666666666666666
23444 23446 0.14285714285714285
23444 24036 0.125
23444 25630 0.1111111111111111
23445 23446 0.14285714285714285
23445 24036 0.125
23445 25630 0.1111111111111111
23446 24036 0.125
23446 25630 0.1111111111111111
23465 23466 1.0
23465 24402 0.5
23465 27584 1.0
23465 28475 0.5
23466 24402 0.5
23480 24220 0.5
23480 50553 0.5
23480 52731 0.25
23480 193092 0.3333333333333333
23480 255938 0.3333333333333333
23480 256181 0.5
23480 256182 0.3333333333333333
23480 256183 0.3333333333333333
23480 256184 0.3333333333333333
23480 256185 0.16666666666666666
24036 25630 0.1111111111111111
24149 24220 0.5
24149 34932 0.5
24149 153851 0.3333333333333333
24149 245193 0.25
24149 287733 0.2
24149 287734 0.16666666666666666
24149 287735 0.14285714285714285
24149 287736 0.125
24149 287737 0.1111111111111111
24149 287738 0.06666666666666667
24149 287739 0.09090909090909091
24220 34932 0.5
24220 50553 0.5
24220 153851 0.3333333333333333
24220 245193 0.25
24220 255938 0.3333333333333333
24220 287733 0.2
24220 287734 0.16666666666666666
24220 287735 0.14285714285714285
24220 287736 0.125
24220 287737 0.1111111111111111
24220 287738 0.06666666666666667
24220 287739 0.09090909090909091
24402 26380 0.5
24402 26850 0.3333333333333333
24467 207445 0.3333333333333333
24467 373974 0.5
24467 379379 0.3333333333333333
24467 380262 0.25
24467 393969 0.2
24528 48840 0.5
24528 55225 0.3333333333333333
24528 79380 0.25
24528 99564 0.2
24528 103937 0.16666666666666666
24528 127130 0.14285714285714285
24528 131395 0.125
24528 131396 0.1111111111111111
24713 216721 1.0
24713 234314 0.5
24713 263413 0.3333333333333333
